Roll Number,Block,Plan,Unit,Civic Address,Street Name,Zoning,Description Code,Description,Assessment Improvement Value,Assessment Land Value,Assessment Other Value,Assessment Year,Assessment Total Value,Poll Division,Poll Division Name,Voting Station,Latitude,Longitude
0556001000,556,2423, ,283,BORDEN DR,R5,101,Residential,"200,610.00","125,600.00",0,2015,"326,210.00",5,Range Lake,Range Lake North School,62.45448627,-114.4157321
0031000201,31,65, ,5004,50 ST,DT,103,Commercial/Industrial,"1,650.00","438,020.00",0,2014,"439,670.00",3,YK Centre,Northern United Place,62.45366816,-114.3716789
0023002500,23,1850, ,4910,50 AVE,DT,103,Commercial/Industrial,"886,040.00","337,510.00",0,2015,"1,223,550.00",3,YK Centre,Northern United Place,62.45435069,-114.3717854
0024000701,24,65, ,4914,50 ST,DT,103,Commercial/Industrial,"7,851,810.00","438,010.00",0,2015,"8,289,820.00",3,YK Centre,Northern United Place,62.45439354,-114.3732828
0029000700,29,65, ,5014,48 ST,DT,103,Commercial/Industrial,"235,660.00","219,010.00",0,2015,"454,670.00",3,YK Centre,Northern United Place,62.45430976,-114.3682641
0052000201,52,65, ,4807,52 ST,PS,903,Comm/Industrial City of YK,"3,425,950.00","2,766,830.00",0,2015,"6,192,780.00",3,YK Centre,Northern United Place,62.45448918,-114.3769281
0024002000,24,65, ,4909,51 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",3,YK Centre,Northern United Place,62.45444524,-114.3744113
0086000600,86,215, ,5112,46 ST,DT,101,Residential,"143,960.00","95,740.00",0,2015,"239,700.00",2,Weledeh,École St. Patrick High School,62.45425076,-114.3633028
0052000201,52,65, ,4807,52 ST,PS,903,Comm/Industrial City of YK,"3,425,950.00","2,766,830.00",0,2015,"6,192,780.00",3,YK Centre,Northern United Place,62.45450231,-114.375943
0023002600,23,1850, ,4919,50 ST,DT,103,Commercial/Industrial,0,"153,070.00",0,2015,"153,070.00",3,YK Centre,Northern United Place,62.45444619,-114.3719964
0028001301,28,65, ,5023,48 ST,DT,102,Multi Residential,"1,333,010.00","886,980.00",0,2015,"2,219,990.00",3,YK Centre,Northern United Place,62.45434736,-114.3669467
0086002300,86,69, ,5105,47 ST,DT,101,Residential,"128,190.00","210,380.00",0,2015,"338,570.00",2,Weledeh,École St. Patrick High School,62.45439788,-114.364643
0052000201,52,65, ,4807,52 ST,PS,903,Comm/Industrial City of YK,"3,425,950.00","2,766,830.00",0,2015,"6,192,780.00",3,YK Centre,Northern United Place,62.45461317,-114.3761881
0024000600,24,65, ,4912,50 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",3,YK Centre,Northern United Place,62.45458463,-114.3737053
0029000501,29,65, ,5012,48 ST,DT,102,Multi Residential,"1,949,390.00","438,010.00",0,2015,"2,387,400.00",3,YK Centre,Northern United Place,62.45450086,-114.3686866
0975001402,SUBD 1,1191, ,334,OLD AIRPORT RD,CS,103,Commercial/Industrial,"1,630,890.00","378,740.00",0,2015,"2,009,630.00",5,Range Lake,Range Lake North School,62.45498315,-114.4062257
0029002201,29,65, ,5003,49 ST,DT,303,Commercial/Industrial Prov/Mun,"7,001,570.00","709,590.00",0,2015,"7,711,160.00",3,YK Centre,Northern United Place,62.4545526,-114.3698154
0086000400,86,215, ,5108,46 ST,DT,101,Residential,"94,120.00","95,740.00",0,2015,"189,860.00",2,Weledeh,École St. Patrick High School,62.45444188,-114.3637253
0023001501,23,65, ,4919,50 ST,DT,103,Commercial/Industrial,"18,219,500.00","438,010.00",0,2015,"18,657,510.00",3,YK Centre,Northern United Place,62.45462285,-114.3723871
0028001700,28,65, ,5015,48 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",3,YK Centre,Northern United Place,62.45453829,-114.3673691
0052000201,52,65, ,4807,52 ST,PS,903,Comm/Industrial City of YK,"3,425,950.00","2,766,830.00",0,2015,"6,192,780.00",3,YK Centre,Northern United Place,62.45472403,-114.376433
0094001000,94,1535, ,4311,SCHOOL DRAW AVE,R2,101,Residential,0,"66,720.00",0,2015,"66,720.00",1,Great Slave,École Sir John Franklin High School,62.45467313,-114.3557462
0023001901,23,65, ,4909,50 ST,DT,103,Commercial/Industrial,"767,180.00","438,010.00",0,2015,"1,205,190.00",3,YK Centre,Northern United Place,62.45490944,-114.3730207
0028002001,28,65, ,5009,48 ST,DT,102,Multi Residential,"961,110.00","657,030.00",0,2015,"1,618,140.00",3,YK Centre,Northern United Place,62.45482468,-114.3680028
0085001400,85,69, ,5021,47 ST,DT,101,Residential,"80,800.00","210,380.00",0,2015,"291,180.00",2,Weledeh,École St. Patrick High School,62.45481051,-114.3655565
0028000700,28,65, ,5014,47 ST,DT,103,Commercial/Industrial,"696,200.00","219,010.00",0,2015,"915,210.00",3,YK Centre,Northern United Place,62.45486892,-114.367085
0087002000,87,637, ,5520,44 ST,R2,101,Residential,"403,920.00","104,330.00",0,2015,"508,250.00",1,Great Slave,École Sir John Franklin High School,62.45469058,-114.3552031
0023001901,23,65, ,4909,50 ST,DT,103,Commercial/Industrial,"767,180.00","438,010.00",0,2015,"1,205,190.00",3,YK Centre,Northern United Place,62.45500499,-114.3732319
0022000701,22,65, ,4922,48 ST,DT,103,Commercial/Industrial,"11,884,190.00","1,585,600.00",0,2015,"13,469,790.00",3,YK Centre,Northern United Place,62.45560838,-114.3711376
0022002001,22,65, ,4909,49 ST,DT,103,Commercial/Industrial,"1,370.00","438,010.00",0,2014,"439,380.00",3,YK Centre,Northern United Place,62.45565975,-114.3722668
0085001901,85,294, ,5009,47 ST,DT,102,Multi Residential,"2,198,060.00","1,099,290.00",0,2015,"3,297,350.00",2,Weledeh,École St. Patrick High School,62.45543085,-114.3669299
0087002401,87,637, , , ,PR,901,Residential City of YK,0,"242,290.00",0,2015,"242,290.00",1,Great Slave,École Sir John Franklin High School,62.45519144,-114.354739
0021001401,21,65, ,4919,48 ST,DT,103,Commercial/Industrial,"554,560.00","657,030.00",0,2015,"1,211,590.00",3,YK Centre,Northern United Place,62.4556462,-114.3698205
0022000600,22,65, ,4912,48 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",3,YK Centre,Northern United Place,62.4557038,-114.371349
0022002201,22,65, ,4903,49 ST,DT,103,Commercial/Industrial,"8,934,770.00","662,530.00",0,2015,"9,597,300.00",3,YK Centre,Northern United Place,62.45575516,-114.372478
0085002300,85,69, ,5003,47 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",2,Weledeh,École St. Patrick High School,62.45566954,-114.3674586
0021001000,21,65, ,4920,47 ST,DT,103,Commercial/Industrial,"1,029,350.00","219,010.00",0,2015,"1,248,360.00",3,YK Centre,Northern United Place,62.45588107,-114.3693253
0021001701,21,65, ,4909,48 ST,DT,103,Commercial/Industrial,"7,449,730.00","876,040.00",0,2015,"8,325,770.00",3,YK Centre,Northern United Place,62.45593271,-114.3704543
0081000600,81,3950, , , ,NP,103,Commercial/Industrial,0,"457,620.00",0,2015,"457,620.00",2,Weledeh,École St. Patrick High School,62.45554424,-114.358473
0022000101,22,65, ,4906,48 ST,DT,103,Commercial/Industrial,0,"886,980.00",0,2014,"886,980.00",3,YK Centre,Northern United Place,62.45599013,-114.3719831
0563000300,563,3526, ,341,OLD AIRPORT RD,CS,103,Commercial/Industrial,"724,580.00","572,420.00",0,2015,"1,297,000.00",5,Range Lake,Range Lake North School,62.45630912,-114.411556
0021000801,21,65, ,4916,47 ST,DT,103,Commercial/Industrial,"3,290,730.00","438,020.00",0,2015,"3,728,750.00",3,YK Centre,Northern United Place,62.45597658,-114.3695367
0021001701,21,65, ,4909,48 ST,DT,103,Commercial/Industrial,"7,449,730.00","876,040.00",0,2015,"8,325,770.00",3,YK Centre,Northern United Place,62.45602822,-114.3706655
0022000101,22,65, ,4906,48 ST,DT,103,Commercial/Industrial,0,"886,980.00",0,2014,"886,980.00",3,YK Centre,Northern United Place,62.45608555,-114.3721944
0021000801,21,65, ,4916,47 ST,DT,103,Commercial/Industrial,"3,290,730.00","438,020.00",0,2015,"3,728,750.00",3,YK Centre,Northern United Place,62.45607213,-114.369748
0021001701,21,65, ,4909,48 ST,DT,103,Commercial/Industrial,"7,449,730.00","876,040.00",0,2015,"8,325,770.00",3,YK Centre,Northern United Place,62.45612368,-114.3708769
0305000100,305,2732, ,231,NIVEN DR,R2,101,Residential,"578,100.00","134,970.00",0,2015,"713,070.00",2,Weledeh,École St. Patrick High School,62.46424092,-114.369609
0304003600,304,3862, , , ,R2,901,Residential City of YK,0,"33,080.00",0,2015,"33,080.00",2,Weledeh,École St. Patrick High School,62.46429793,-114.369372
0304003500,304,3862, ,229,NIVEN DR,R2,101,Residential,0,"122,810.00",0,2015,"122,810.00",2,Weledeh,École St. Patrick High School,62.46438113,-114.3692414
0304001000,304,2732, ,11,BALLANTYNE CRT,R2,101,Residential,"586,520.00","148,670.00",0,2015,"735,190.00",2,Weledeh,École St. Patrick High School,62.4643744,-114.3668879
0304000900,304,2732, ,12,BALLANTYNE CRT,R2,101,Residential,"583,440.00","117,230.00",0,2015,"700,670.00",2,Weledeh,École St. Patrick High School,62.46436697,-114.3663802
0312001100,312,3989, , 116,HAENER DR,R6,101,Residential,"230,790.00","121,420.00",0,2015,"352,210.00",2,Weledeh,École St. Patrick High School,62.46455844,-114.3761045
0304003400,304,2732, ,227,NIVEN DR,R2,101,Residential,"462,570.00","112,300.00",0,2015,"574,870.00",2,Weledeh,École St. Patrick High School,62.46445791,-114.3689817
0304000800,304,2732, ,14,BALLANTYNE CRT,R2,101,Residential,"516,010.00","122,450.00",0,2015,"638,460.00",2,Weledeh,École St. Patrick High School,62.4644112,-114.3660586
0312000700,312,3989, , , ,R6,901,Residential City of YK,0,"11,230.00",0,2015,"11,230.00",2,Weledeh,École St. Patrick High School,62.46401555,-114.3765256
0016001900,16,68, , , ,PR,901,Residential City of YK,"3,690.00","141,890.00",0,2015,"145,580.00",2,Weledeh,École St. Patrick High School,62.46329751,-114.34339
0019000501,19,591, ,3609,50 AVE,OM,103,Commercial/Industrial,"108,420.00","708,970.00",0,2015,"817,390.00",2,Weledeh,École St. Patrick High School,62.46341722,-114.3502988
0302001700,302,2631, ,143,NIVEN DR,R2,101,Residential,"510,590.00","126,480.00",0,2015,"637,070.00",2,Weledeh,École St. Patrick High School,62.46378852,-114.3638849
0016001800,16,68, , , ,PR,903,Comm/Industrial City of YK,0,"139,650.00",0,2015,"139,650.00",2,Weledeh,École St. Patrick High School,62.46333612,-114.3438545
0016001700,16,68, , , ,PR,903,Comm/Industrial City of YK,0,"118,050.00",0,2015,"118,050.00",2,Weledeh,École St. Patrick High School,62.46333767,-114.3442338
0016001400,16,68, , , ,PR,903,Comm/Industrial City of YK,0,"130,830.00",0,2015,"130,830.00",2,Weledeh,École St. Patrick High School,62.46338444,-114.3453696
0303002500,303,2631, ,146,NIVEN DR,R2,101,Residential,"460,090.00","147,300.00",0,2015,"607,390.00",2,Weledeh,École St. Patrick High School,62.46386235,-114.3627377
0019000400,19,877, ,3607,50 AVE,OM,103,Commercial/Industrial,"17,960.00","284,660.00",0,2015,"302,620.00",2,Weledeh,École St. Patrick High School,62.46361122,-114.3502134
0016001300,16,68, , , ,PR,903,Comm/Industrial City of YK,0,"106,320.00",0,2015,"106,320.00",2,Weledeh,École St. Patrick High School,62.46349087,-114.345109
0305002200,305,4019, ,122,deWEERDT DR,R6,101,Residential,"520,620.00","106,680.00",0,2015,"627,300.00",2,Weledeh,École St. Patrick High School,62.46310648,-114.3710497
0311002600,311,4019, ,111,deWEERDT DR,R6,101,Residential,"632,040.00","103,790.00",0,2015,"735,830.00",2,Weledeh,École St. Patrick High School,62.46316421,-114.3728756
0013001600,13,68, ,4708,ANDERSON-THOMSON BLVD,R2,101,Residential,"262,120.00","176,790.00",0,2015,"438,910.00",2,Weledeh,École St. Patrick High School,62.46290713,-114.3585978
0302001200,302,2631, ,133,NIVEN DR,R2,101,Residential,"434,800.00","126,480.00",0,2015,"561,280.00",2,Weledeh,École St. Patrick High School,62.46307607,-114.3636956
0305002100,305,4019, , , ,R6,901,Residential City of YK,0,"64,720.00",0,2015,"64,720.00",2,Weledeh,École St. Patrick High School,62.4631632,-114.3708521
0311003700,311,4019, ,131,HAENER DR,R6,101,Residential,"173,970.00","110,400.00",0,2015,"284,370.00",2,Weledeh,École St. Patrick High School,62.46330728,-114.3748756
0311002500,311,4019, ,113,deWEERDT DR,R6,101,Residential,"448,660.00","100,290.00",0,2015,"548,950.00",2,Weledeh,École St. Patrick High School,62.46323433,-114.3726047
0013001700,13,68, ,4706,ANDERSON-THOMSON BLVD,R2,101,Residential,"100,020.00","176,790.00",0,2015,"276,810.00",2,Weledeh,École St. Patrick High School,62.46299281,-114.3588276
0556009600,556,2483, ,10,PIRO CRT,R5,101,Residential,"223,500.00","123,820.00",0,2015,"347,320.00",5,Range Lake,Range Lake North School,62.45591919,-114.4188397
0087002500,87,1403, ,5519,44 ST,R2,101,Residential,"296,190.00","227,200.00",0,2015,"523,390.00",1,Great Slave,École Sir John Franklin High School,62.45473935,-114.3541235
0022001501,22,65, ,4919,49 ST,DT,103,Commercial/Industrial,"806,310.00","438,480.00",0,2015,"1,244,790.00",3,YK Centre,Northern United Place,62.45508723,-114.3709992
0087002101,87,637, ,5518,44 ST,R2,101,Residential,"280,740.00","151,950.00",0,2015,"432,690.00",1,Great Slave,École Sir John Franklin High School,62.45483785,-114.3547372
0085001600,85,69, ,5017,47 ST,DT,101,Residential,"194,670.00","95,740.00",0,2015,"290,410.00",2,Weledeh,École St. Patrick High School,62.4550014,-114.3659791
0023002700,23,2684, ,4912,49 ST,DT,103,Commercial/Industrial,"1,041,720.00","219,010.00",0,2015,"1,260,730.00",3,YK Centre,Northern United Place,62.45514453,-114.3725267
0028000500,28,65, ,5010,47 ST,DT,103,Commercial/Industrial,"140,770.00","219,010.00",0,2015,"359,780.00",3,YK Centre,Northern United Place,62.45505972,-114.3675074
0028002300,28,65, ,5003,48 ST,DT,103,Commercial/Industrial,"1,335,330.00","219,010.00",0,2015,"1,554,340.00",3,YK Centre,Northern United Place,62.45511107,-114.3686365
0085001101,85,210, ,5024,46 ST,DT,101,Residential,"203,900.00","151,260.00",0,2015,"355,160.00",2,Weledeh,École St. Patrick High School,62.45504579,-114.3650601
0039002100,39,65, ,5109,52 ST,DT,101,Residential,"228,540.00","210,380.00",0,2015,"438,920.00",3,YK Centre,Northern United Place,62.4514097,-114.3701182
0034000700,34,65, ,5014,53 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",3,YK Centre,Northern United Place,62.45151118,-114.3741619
0038002500,38,1390, ,5125,52 AVE,DT,103,Commercial/Industrial,"1,388,500.00","641,660.00",0,2015,"2,030,160.00",3,YK Centre,Northern United Place,62.45130122,-114.3674602
0558006100,558,2072, ,149,HERRIMAN RD,R5,101,Residential,"157,720.00","117,240.00",0,2015,"274,960.00",5,Range Lake,Range Lake North School,62.45231293,-114.4169354
0555015100,555,2389, ,187,RIVETT CRES,R1,101,Residential,"369,140.00","124,460.00",0,2015,"493,600.00",5,Range Lake,Range Lake North School,62.45237447,-114.4235998
0061002600,61,140, ,4907,MATONABEE ST,R1,201,Residential PIL Federal,"208,220.00","145,230.00",0,2015,"353,450.00",3,YK Centre,Northern United Place,62.45160672,-114.3809335
0034002100,34,65, ,5007,54 ST,DT,101,Residential,"153,840.00","219,010.00",0,2015,"372,850.00",3,YK Centre,Northern United Place,62.45156288,-114.3752909
0558005600,558,2072, ,238,BORDEN DR,R5,101,Residential,"179,440.00","117,240.00",0,2015,"296,680.00",5,Range Lake,Range Lake North School,62.45233499,-114.4179789
0555015200,555,2389, ,189,RIVETT CRES,R1,101,Residential,"368,190.00","126,990.00",0,2015,"495,180.00",5,Range Lake,Range Lake North School,62.45239765,-114.4233333
0038001600,38,65, ,5119,51 ST,DT,102,Multi Residential,"518,740.00","210,380.00",0,2015,"729,120.00",3,YK Centre,Northern United Place,62.45149214,-114.3678826
0555015600,555,2389, ,197,RIVETT CRES,R1,101,Residential,"264,170.00","112,550.00",0,2015,"376,720.00",5,Range Lake,Range Lake North School,62.45248891,-114.4221854
0034002200,34,65, ,5005,54 ST,DT,101,Residential,"180,480.00","95,740.00",0,2015,"276,220.00",3,YK Centre,Northern United Place,62.45165842,-114.3755021
0558006000,558,2072, ,151,HERRIMAN RD,R5,101,Residential,"139,080.00","117,240.00",0,2015,"256,320.00",5,Range Lake,Range Lake North School,62.45240643,-114.4171445
0039000500,39,65, ,5110,51 ST,DT,101,Residential,"220,040.00","210,380.00",0,2015,"430,420.00",3,YK Centre,Northern United Place,62.45154911,-114.369412
0555015700,555,2389, ,199,RIVETT CRES,R1,101,Residential,"206,530.00","114,830.00",0,2015,"321,360.00",5,Range Lake,Range Lake North School,62.45251337,-114.4218983
0061002700,61,140, ,4905,MATONABEE ST,R1,101,Residential,"106,530.00","145,230.00",0,2015,"251,760.00",3,YK Centre,Northern United Place,62.45172137,-114.381187
0558005700,558,2072, ,240,BORDEN DR,R5,101,Residential,"138,750.00","117,240.00",0,2015,"255,990.00",5,Range Lake,Range Lake North School,62.45243928,-114.4177951
0033001600,33,65,A,5017,53 ST,DT,102,Multi Residential,"583,480.00","210,380.00",0,2015,"793,860.00",3,YK Centre,Northern United Place,62.45164473,-114.3730551
0087000500,87,637, ,5611,47 ST,NP,901,Residential City of YK,0,"832,400.00",0,2015,"832,400.00",1,Great Slave,École Sir John Franklin High School,62.45103858,-114.3538334
0034002300,34,65, ,5003,54 ST,DT,101,Residential,"153,150.00","95,740.00",0,2015,"248,890.00",3,YK Centre,Northern United Place,62.45175401,-114.3757134
0033001101,33,65, ,5022,52 ST,DT,102,Multi Residential,"815,360.00","656,080.00",0,2015,"1,471,440.00",3,YK Centre,Northern United Place,62.45168856,-114.3721374
0039000400,39,65, ,5108,51 ST,DT,101,Residential,"153,580.00","95,740.00",0,2015,"249,320.00",3,YK Centre,Northern United Place,62.45164457,-114.3696231
0061002800,61,140, ,4903,MATONABEE ST,R1,301,Residential PIL Prov/Mun,0,"144,470.00",0,2015,"144,470.00",3,YK Centre,Northern United Place,62.45183304,-114.3814409
0033001700,33,65, ,5015,53 ST,DT,101,Residential,"115,030.00","210,380.00",0,2015,"325,410.00",3,YK Centre,Northern United Place,62.45174028,-114.3732664
0549009800,549,2399, ,150,KASTEEL DR,R1,101,Residential,"305,070.00","116,730.00",0,2015,"421,800.00",5,Range Lake,Range Lake North School,62.45279241,-114.4279602
0558005800,558,2072, ,242,BORDEN DR,R5,101,Residential,"227,970.00","117,240.00",0,2015,"345,210.00",5,Range Lake,Range Lake North School,62.45254351,-114.4176114
0038000901,38,65, ,5118,50 ST,DT,103,Commercial/Industrial,"241,580.00","420,760.00",0,2015,"662,340.00",3,YK Centre,Northern United Place,62.4516314,-114.367176
0556003500,556,2422, ,253,BORDEN DR,R5,101,Residential,"212,230.00","117,490.00",0,2015,"329,720.00",5,Range Lake,Range Lake North School,62.45274098,-114.4189018
0549009900,549,2399, ,148,KASTEEL DR,R1,101,Residential,"287,610.00","116,730.00",0,2015,"404,340.00",5,Range Lake,Range Lake North School,62.45295428,-114.4280393
0033001900,33,65, ,5011,53 ST,DT,103,Commercial/Industrial,0,"219,010.00",0,2015,"219,010.00",3,YK Centre,Northern United Place,62.45193137,-114.3736891
0038000800,38,65, ,5116,50 ST,DT,103,Commercial/Industrial,0,"210,380.00",0,2015,"210,380.00",3,YK Centre,Northern United Place,62.45182242,-114.3675984
0044000100,44,3697, ,5202,49 ST,R4,102,Multi Residential,"733,810.00","652,450.00",0,2015,"1,386,260.00",1,Great Slave,École Sir John Franklin High School,62.45160389,-114.3649603
0034000200,34,65, ,5004,53 ST,DT,101,Residential,"148,640.00","219,010.00",0,2015,"367,650.00",3,YK Centre,Northern United Place,62.4519889,-114.3752184
0562007700,562,2315, ,191,JESKE CRES,R5,101,Residential,"146,730.00","86,380.00",0,2015,"233,110.00",5,Range Lake,Range Lake North School,62.45274947,-114.4146902
0038002000,38,65, ,5111,51 ST,DT,101,Residential,"98,860.00","210,380.00",0,2015,"309,240.00",3,YK Centre,Northern United Place,62.45187408,-114.368727
0562005100,562,2246, ,121,JESKE CRES,R5,101,Residential,"190,520.00","102,520.00",0,2015,"293,040.00",5,Range Lake,Range Lake North School,62.45264815,-114.4115791
0033002000,33,65, ,5009,53 ST,DT,101,Residential,"220,030.00","219,010.00",0,2015,"439,040.00",3,YK Centre,Northern United Place,62.45202696,-114.3739004
0038000700,38,65, ,5114,50 ST,DT,103,Commercial/Industrial,0,"210,380.00",0,2015,"210,380.00",3,YK Centre,Northern United Place,62.45191793,-114.3678095
0032001401,32,65, ,5019,52 ST,DT,103,Commercial/Industrial,"7,069,410.00","876,020.00",0,2015,"7,945,430.00",3,YK Centre,Northern United Place,62.45201364,-114.3714529
0038002101,38,65, ,5109,51 ST,DT,102,Multi Residential,"1,373,820.00","420,760.00",0,2015,"1,794,580.00",3,YK Centre,Northern United Place,62.45196958,-114.3689381
0562001100,562,2072, ,152,HERRIMAN RD,R5,101,Residential,"142,860.00","117,240.00",0,2015,"260,100.00",5,Range Lake,Range Lake North School,62.45282129,-114.4164229
0549010000,549,2399, ,146,KASTEEL DR,R1,101,Residential,"271,430.00","116,730.00",0,2015,"388,160.00",5,Range Lake,Range Lake North School,62.4531162,-114.4281187
0033000700,33,65, ,5014,52 ST,DT,101,Residential,"185,150.00","219,010.00",0,2015,"404,160.00",3,YK Centre,Northern United Place,62.4520708,-114.3729827
0562005300,562,2315, ,135,JESKE CRES,R5,101,Residential,"143,100.00","116,100.00",0,2015,"259,200.00",5,Range Lake,Range Lake North School,62.45280794,-114.4120082
0032001401,32,65, ,5019,52 ST,DT,103,Commercial/Industrial,"7,069,410.00","876,020.00",0,2015,"7,945,430.00",3,YK Centre,Northern United Place,62.45210914,-114.3716644
0038002101,38,65, ,5107,51 ST,DT,102,Multi Residential,"1,373,820.00","420,760.00",0,2015,"1,794,580.00",3,YK Centre,Northern United Place,62.45206513,-114.3691493
0033000301,33,65, ,5201,52 ST,DT,103,Commercial/Industrial,0,"876,040.00",0,2014,"876,040.00",3,YK Centre,Northern United Place,62.45216634,-114.373194
0562011200,562,2315, ,196,JESKE CRES,R5,101,Residential,"144,970.00","129,020.00",0,2015,"273,990.00",5,Range Lake,Range Lake North School,62.45291698,-114.4158558
0037001600,37,65, ,5119,50 ST,DT,103,Commercial/Industrial,0,"210,380.00",0,2015,"210,380.00",3,YK Centre,Northern United Place,62.45205177,-114.3667018
0549000800,549,2279, ,119,MAGRUM CRES,R5,101,Residential,"193,600.00","116,860.00",0,2015,"310,460.00",5,Range Lake,Range Lake North School,62.45313135,-114.4216299
0118001000,118,1745, ,4899,MATONABEE ST,R1,101,Residential,"768,860.00","192,210.00",0,2015,"961,070.00",3,YK Centre,Northern United Place,62.45221082,-114.3821796
0562005400,562,2315, ,137,JESKE CRES,R5,101,Residential,"210,770.00","110,270.00",0,2015,"321,040.00",5,Range Lake,Range Lake North School,62.45292446,-114.4121407
0512001600,512,1151,A,325,OLD AIRPORT RD,CS,103,Commercial/Industrial,"1,303,410.00","392,810.00",0,2015,"1,696,220.00",5,Range Lake,Range Lake North School,62.45236022,-114.4060102
0038002600,38,1862, ,5103,51 ST,DT,103,Commercial/Industrial,"1,187,650.00","229,960.00",0,2015,"1,417,610.00",3,YK Centre,Northern United Place,62.45225605,-114.3695716
0037000901,37,65, ,5118,49 ST,DT,103,Commercial/Industrial,"4,244,610.00","420,760.00",0,2015,"4,665,370.00",3,YK Centre,Northern United Place,62.45219093,-114.3659954
0556003100,556,2422, ,261,BORDEN DR,R5,101,Residential,"242,940.00","112,040.00",0,2015,"354,980.00",5,Range Lake,Range Lake North School,62.45315749,-114.4181216
0562008100,562,2315, ,136,JESKE CRES,R5,101,Residential,"184,790.00","94,180.00",0,2015,"278,970.00",5,Range Lake,Range Lake North School,62.45306123,-114.4110391
0549002700,549,2279, ,108,GWILLIAM CRES,R5,101,Residential,"235,020.00","113,820.00",0,2015,"348,840.00",5,Range Lake,Range Lake North School,62.45331966,-114.4235439
0562000800,562,2072, ,252,BORDEN DR,R5,101,Residential,"135,230.00","117,240.00",0,2015,"252,470.00",5,Range Lake,Range Lake North School,62.4531279,-114.4165825
0033000301,33,65, ,5201,52 ST,DT,103,Commercial/Industrial,0,"876,040.00",0,2014,"876,040.00",3,YK Centre,Northern United Place,62.45235739,-114.3736167
0562011000,562,2315, ,192,JESKE CRES,R5,101,Residential,"127,170.00","116,480.00",0,2015,"243,650.00",5,Range Lake,Range Lake North School,62.45310507,-114.4155248
0037001701,37,65, ,5115,50 ST,DT,103,Commercial/Industrial,"852,550.00","631,140.00",0,2015,"1,483,690.00",3,YK Centre,Northern United Place,62.45224279,-114.3671246
0089001000,89,482, ,5403,49 ST,R2,101,Residential,"173,510.00","108,540.00",0,2015,"282,050.00",1,Great Slave,École Sir John Franklin High School,62.44958554,-114.3603986
0098000600,98,482, ,4811,SCHOOL DRAW AVE,R2,101,Residential,"186,090.00","116,480.00",0,2015,"302,570.00",1,Great Slave,École Sir John Franklin High School,62.44955074,-114.3576536
0100000401,100,482, ,4904,54 AVE,R3,302,Multi Residential PIL Prov/Mun,"2,320,850.00","989,770.00",0,2014,"3,310,620.00",1,Great Slave,École Sir John Franklin High School,62.44967885,-114.3619101
0089000900,89,482, ,5401,49 ST,R2,101,Residential,"205,900.00","111,130.00",0,2015,"317,030.00",1,Great Slave,École Sir John Franklin High School,62.44968739,-114.3606244
0098000500,98,482, ,4809,SCHOOL DRAW AVE,R2,101,Residential,"192,670.00","106,040.00",0,2015,"298,710.00",1,Great Slave,École Sir John Franklin High School,62.44966453,-114.3574006
0089000800,89,482, ,4815,54 AVE,R2,101,Residential,"171,180.00","112,680.00",0,2015,"283,860.00",1,Great Slave,École Sir John Franklin High School,62.44976857,-114.3601585
0089001600,89,482, ,4812,SCHOOL DRAW AVE,R2,101,Residential,"92,820.00","99,960.00",0,2015,"192,780.00",1,Great Slave,École Sir John Franklin High School,62.44978451,-114.3586384
0562006500,562,2315, ,181,JESKE CRES,R5,101,Residential,"143,430.00","84,040.00",0,2015,"227,470.00",5,Range Lake,Range Lake North School,62.45321386,-114.4138846
0033000301,33,65, ,5201,52 ST,DT,103,Commercial/Industrial,0,"876,040.00",0,2014,"876,040.00",3,YK Centre,Northern United Place,62.45245294,-114.3738281
0562010900,562,2315, ,190,JESKE CRES,R5,101,Residential,"187,120.00","116,480.00",0,2015,"303,600.00",5,Range Lake,Range Lake North School,62.45319548,-114.4153656
0037001701,37,65, ,5115,50 ST,DT,103,Commercial/Industrial,"852,550.00","631,140.00",0,2015,"1,483,690.00",3,YK Centre,Northern United Place,62.45233826,-114.3673359
0556006100,556,2422, ,120,MAGRUM CRES,R5,101,Residential,"170,110.00","117,110.00",0,2015,"287,220.00",5,Range Lake,Range Lake North School,62.45338794,-114.4205673
0562000700,562,2072, ,254,BORDEN DR,R5,101,Residential,"130,250.00","117,240.00",0,2015,"247,490.00",5,Range Lake,Range Lake North School,62.45323223,-114.4163989
0549001000,549,2279, ,123,MAGRUM CRES,R5,101,Residential,"255,550.00","116,350.00",0,2015,"371,900.00",5,Range Lake,Range Lake North School,62.45341728,-114.4216962
0123000500,123,634, ,4806,MATONABEE ST,R1,201,Residential PIL Federal,"206,720.00","130,280.00",0,2015,"337,000.00",3,YK Centre,Northern United Place,62.4527084,-114.383858
0549002800,549,2279, ,106,GWILLIAM CRES,R5,101,Residential,"168,570.00","113,820.00",0,2015,"282,390.00",5,Range Lake,Range Lake North School,62.45345776,-114.423576
